Adj.Close
26.228166
26.349566
25.857897
26.31314
25.742987
26.037262
26.638077
26.055658
26.356065
25.853343
25.945302
25.080868
23.965076
23.192602
23.339738
23.437833
23.149686
23.364261
23.732105
23.443958
23.805672
23.756628
23.670796
22.579524
22.499827
22.653096
22.328168
22.555003
23.02707
23.701452
23.309082
23.192602
21.666046
21.604735
21.678307
22.193292
22.389472
22.567264
22.309772
22.794099
22.266856
22.248468
21.880622
22.040021
21.629258
21.506642
21.071364
21.586342
21.200107
21.255284
20.734175
21.218503
21.635391
21.537298
22.144241
22.665359
22.62244
22.156501
22.046148
21.978709
22.346556
23.275838
23.380544
23.448291
22.998671
23.035625
22.898542
22.443687
22.325299
22.17576
22.019989
21.876674
22.337763
22.337763
22.449919
22.406303
22.262988
22.636847
22.655535
23.07924
23.646253
23.808254
23.976489
24.499886
24.668121
24.238184
24.231952
23.851869
23.833174
23.621326
23.714794
23.745945
24.269343
24.238184
24.157187
24.362803
23.571479
23.191396
23.347167
23.10416
23.291088
23.534095
23.907948
23.970257
23.590174
23.278627
23.041857
24.275575
23.820718
23.640021
23.378326
22.848697
22.823769
23.259936
22.58077
22.362688
22.418767
22.74277
22.044909
22.375144
22.063604
22.17576
21.378204
21.359508
22.057372
22.138376
22.200685
22.275452
22.076065
22.303135
21.861607
22.012991
22.0256
22.000374
22.101291
22.315744
22.347283
22.3599
22.170676
21.874224
22.605888
22.132833
21.729156
21.193019
21.527314
21.659773
21.470546
21.44532
21.338089
21.792224
21.596697
21.256095
21.817458
22.265284
21.962526
21.666082
21.880532
22.050834
21.912067
21.571466
21.729156
21.804841
22.258976
21.735456
21.596697
21.893149
22.372509
22.151751
22.599579
22.517585
21.577771
21.49578
22.151751
22.221133
21.899457
21.905758
21.754382
20.965952
20.713651
19.717078
20.555966
21.003795
20.202748
19.584619
19.729694
20.215364
20.297364
19.313401
20.240598
19.811687
19.723385
19.704461
18.897106
18.22221
17.773547
16.619837
17.158237
18.542689
18.55551
17.07491
17.568446
17.427434
18.581144
17.953013
16.504466
16.818535
16.075033
17.696638
20.286076
19.548977
19.548977
19.016994
19.70922
20.901385
19.766905
18.747791
19.260549
19.542573
19.049038
18.56192
19.959186
19.228505
18.74138
18.267082
17.267197
16.98518
18.247852
19.055449
19.60026
20.85652
20.927026
19.657945
20.593727
21.273139
20.606547
21.273139
21.939723
21.37569
20.984711
20.811655
21.023166
20.702687
21.471829
21.824353
21.343639
21.273139
21.420554
21.016756
21.055211
21.273139
21.241088
21.298773
21.728212
22.202509
20.818058
20.484766
20.744893
21.063541
20.913973
20.673358
20.484767
19.873479
19.444271
19.483288
19.42476
